store,n_samples_total,n_folds_used,w_raw_mean,w_raw_std,gain_mean,gain_median,gain_std,pos_ratio,select_flag,w_global,w_store_final
느티나무 셀프BBQ,483,3,0.02666666666666667,0.046188021535170064,0.9007156574009348,0.14718193291870563,1.4345108551140504,0.6666666666666666,False,0.11,0.11
담하,882,3,0.08,0.13856406460551018,0.022266168438809093,0.0,0.03856613502590394,0.3333333333333333,False,0.11,0.11
라그로타,525,3,0.4666666666666666,0.5033222956847166,1.1446037978081567,0.7695656014051977,0.92533604703387,1.0,True,0.11,0.3369696969696969
미라시아,651,3,0.21666666666666667,0.37527767497325676,0.33794484076070574,0.0,0.585337634353316,0.3333333333333333,False,0.11,0.11
연회장,483,3,0.0,0.0,0.6209536094431604,0.0,1.075523200698835,0.3333333333333333,False,0.11,0.11
카페테리아,504,3,0.25666666666666665,0.44455970727601185,2.4659129686502275,0.0,4.271086548745194,0.3333333333333333,False,0.11,0.11
포레스트릿,252,3,0.16,0.2771281292110203,3.5755743173168972,2.2022476446755945,4.425063776763759,0.6666666666666666,False,0.11,0.11
화담숲주막,168,3,0.023333333333333334,0.04041451884327381,0.12422805083250665,0.0,0.2151692957671507,0.3333333333333333,False,0.11,0.11
